"Date","Time","Location","Odometer","Eng Hours","Event Type/Status","Origin","Sequence #","VIN","Power Unit"
"08/05/2023","03:11:33","2mi WSW CO Hudson","1,170,962","35,128.5","Shut-down","ELD","13C2","1XKYD49X8GJ491411","12"
"08/05/2023","07:07:16","2mi WSW CO Hudson","1,170,962","35,128.5","Power-up","ELD","13C3","1XKYD49X8GJ491411","12"
"08/05/2023","07:07:31","","1,170,962","35,128.5","Diagnostic logged","ELD","09DA","1XKYD49X8GJ491411","12"
"08/05/2023","07:07:51","","1,170,962","35,128.5","Diagnostic cleared","ELD","09DB","1XKYD49X8GJ491411","12"
"08/05/2023","07:07:51","2mi WSW CO Hudson","1,170,962","35,128.5","Shut-down","ELD","13C5","1XKYD49X8GJ491411","12"
"08/05/2023","08:25:35","","","","Second certification","ELD","13C4","1XKYD49X8GJ491411","12"
"08/05/2023","09:30:03","","1,170,997","35,130.8","Diagnostic logged","ELD","04BD","1XKYD49X8GJ491411","12"
"08/05/2023","09:30:03","2mi WSW CO Hudson","1,170,997","35,130.8","Power-up","ELD","13C6","1XKYD49X8GJ491411","12"
"08/05/2023","09:32:30","","1,170,997","35,130.8","Diagnostic cleared","ELD","04BE","1XKYD49X8GJ491411","12"
"08/05/2023","09:34:56","","1,170,997","35,130.8","Diagnostic logged","ELD","09DC","1XKYD49X8GJ491411","12"
"08/05/2023","09:43:07","","1,170,997","35,130.8","Diagnostic cleared","ELD","09DD","1XKYD49X8GJ491411","12"
"08/05/2023","09:52:34","","1,170,997","35,130.8","Diagnostic logged","ELD","09DE","1XKYD49X8GJ491411","12"
"08/05/2023","09:52:44","","1,170,997","35,130.8","Diagnostic cleared","ELD","09DF","1XKYD49X8GJ491411","12"
"08/05/2023","09:53:37","","1,170,997","35,130.8","Diagnostic logged","ELD","09E0","1XKYD49X8GJ491411","12"
"08/05/2023","09:53:46","","1,170,997","35,130.8","Diagnostic cleared","ELD","09E1","1XKYD49X8GJ491411","12"
"08/05/2023","09:53:57","","1,170,997","35,130.8","Diagnostic logged","ELD","09E2","1XKYD49X8GJ491411","12"
"08/05/2023","09:54:10","","1,170,997","35,130.8","Diagnostic cleared","ELD","09E3","1XKYD49X8GJ491411","12"
"08/05/2023","09:54:53","","1,170,997","35,130.8","Diagnostic logged","ELD","09E4","1XKYD49X8GJ491411","12"
"08/05/2023","09:55:47","","1,170,997","35,130.8","Diagnostic cleared","ELD","09E5","1XKYD49X8GJ491411","12"
"08/05/2023","09:59:09","","1,170,997","35,130.8","Diagnostic logged","ELD","09E6","1XKYD49X8GJ491411","12"
"08/05/2023","09:59:14","","1,170,997","35,130.8","Diagnostic logged","ELD","09E7","1XKYD49X8GJ491411","12"
"08/05/2023","10:00:59","","1,170,997","35,130.8","Diagnostic cleared","ELD","09E8","1XKYD49X8GJ491411","12"
"08/05/2023","10:02:59","","1,170,997","35,130.8","Diagnostic cleared","ELD","09E9","1XKYD49X8GJ491411","12"
"08/05/2023","10:05:00","1mi ENE CO Hudson","1,170,997","35,131.4","PC","Driver","13C7","1XKYD49X8GJ491411","12"
"08/05/2023","10:05:00","2mi WSW CO Hudson","1,170,997","35,131.4","Off-duty","ELD","13C8","1XKYD49X8GJ491411","12"
"08/05/2023","10:07:30","3mi E CO Aristocrat Ranchettes","1,170,998","35,131.5","Shut-down","ELD","13C9","1XKYD49X8GJ491411","12"
"08/05/2023","10:08:16","3mi E CO Aristocrat Ranchettes","1,170,998","35,131.5","Power-up","ELD","13CA","1XKYD49X8GJ491411","12"
"08/05/2023","11:05:02","4mi NNE CO Peoria","1,171,060","35,132.5","Intermediate log","ELD","13CB","1XKYD49X8GJ491411","12"
"08/05/2023","12:05:00","13mi SE CO Hugo","1,171,128","35,133.5","Intermediate log","ELD","13CC","1XKYD49X8GJ491411","12"
"08/05/2023","13:05:02","7mi SE CO Eads","1,171,191","35,134.4","Intermediate log","ELD","13CD","1XKYD49X8GJ491411","12"
"08/05/2023","13:40:58","5mi S CO Lamar","1,171,221","35,135","PC/YM Cleared","Driver","13CE","1XKYD49X8GJ491411","12"
"08/05/2023","13:40:58","4mi S CO Lamar","1,171,221","35,135","Off-duty","Driver","13CF","1XKYD49X8GJ491411","12"
"08/05/2023","13:42:03","4mi S CO Lamar","1,171,221","35,135.1","On-duty, not driving","Driver","13D0","1XKYD49X8GJ491411","12"
"08/05/2023","13:48:06","4mi S CO Lamar","1,171,221","35,135.2","Driving","ELD","13D1","1XKYD49X8GJ491411","12"
"08/05/2023","14:48:09","1mi NW CO Campo","1,171,285","35,136.2","Intermediate log","ELD","13D2","1XKYD49X8GJ491411","12"
"08/05/2023","15:22:39","1mi E OK Boise City","1,171,314","35,136.7","On-duty, not driving (Inactive - Changed)","ELD","13D3","1XKYD49X8GJ491411","12"
"08/05/2023","15:22:39","1mi E OK Boise City","1,171,314","35,136.7","Off-duty","Driver","13EF","1XKYD49X8GJ491411","12"
"08/05/2023","15:25:27","","1,171,285","35,136.1","Diagnostic logged","ELD","09EA","1XKYD49X8GJ491411","12"
"08/05/2023","15:39:34","","1,171,285","35,136.1","Diagnostic cleared","ELD","09EB","1XKYD49X8GJ491411","12"
"08/05/2023","15:41:07","1mi E OK Boise City","1,171,314","35,137.1","Driving","ELD","13D4","1XKYD49X8GJ491411","12"
"08/05/2023","15:41:30","1mi E OK Boise City","1,171,314","35,137.1","On-duty, not driving (Inactive - Changed)","ELD","13D5","1XKYD49X8GJ491411","12"
"08/05/2023","15:41:30","1mi E OK Boise City","1,171,314","35,137.1","Off-duty","Driver","13EE","1XKYD49X8GJ491411","12"
"08/05/2023","15:51:16","1mi E OK Boise City","1,171,314","35,137.2","Driving","ELD","13D6","1XKYD49X8GJ491411","12"
"08/05/2023","16:49:41","1mi NW TX Cactus","1,171,372","35,138.2","On-duty, not driving (Inactive - Changed)","ELD","13D7","1XKYD49X8GJ491411","12"
"08/05/2023","16:49:41","1mi NW TX Cactus","1,171,372","35,138.2","Off-duty","Driver","13ED","1XKYD49X8GJ491411","12"
"08/05/2023","16:53:09","1mi NW TX Cactus","1,171,372","35,138.2","Driving","ELD","13D8","1XKYD49X8GJ491411","12"
"08/05/2023","17:10:47","1mi NNW TX Dumas","1,171,384","35,138.5","On-duty, not driving (Inactive - Changed)","ELD","13D9","1XKYD49X8GJ491411","12"
"08/05/2023","17:10:47","1mi NNW TX Dumas","1,171,384","35,138.5","Off-duty","Driver","13EC","1XKYD49X8GJ491411","12"
"08/05/2023","17:17:05","","1,171,385","35,138.5","Diagnostic logged","ELD","09EC","1XKYD49X8GJ491411","12"
"08/05/2023","17:17:30","","1,171,385","35,138.5","Diagnostic cleared","ELD","09ED","1XKYD49X8GJ491411","12"
"08/05/2023","17:18:18","","1,171,385","35,138.5","Diagnostic logged","ELD","09EE","1XKYD49X8GJ491411","12"
"08/05/2023","17:18:24","","1,171,385","35,138.5","Diagnostic cleared","ELD","09EF","1XKYD49X8GJ491411","12"
"08/05/2023","17:24:30","","1,171,385","35,138.5","Diagnostic logged","ELD","09F0","1XKYD49X8GJ491411","12"
"08/05/2023","17:25:03","","1,171,385","35,138.5","Diagnostic cleared","ELD","09F1","1XKYD49X8GJ491411","12"
"08/05/2023","17:32:16","","1,171,385","35,138.5","Diagnostic logged","ELD","09F2","1XKYD49X8GJ491411","12"
"08/05/2023","17:35:31","","1,171,385","35,138.5","Diagnostic cleared","ELD","09F3","1XKYD49X8GJ491411","12"
"08/05/2023","17:42:49","1mi NNW TX Dumas","1,171,384","35,139.1","Driving","ELD","13DA","1XKYD49X8GJ491411","12"
"08/05/2023","17:56:30","1mi NW TX Cactus","1,171,397","35,139.3","On-duty, not driving (Inactive - Changed)","ELD","13DB","1XKYD49X8GJ491411","12"
"08/05/2023","17:56:30","1mi NW TX Cactus","1,171,397","35,139.3","Off-duty","Driver","13EB","1XKYD49X8GJ491411","12"
"08/05/2023","17:58:18","","1,171,397","35,139.3","Diagnostic logged","ELD","09F4","1XKYD49X8GJ491411","12"
"08/05/2023","18:03:40","","1,171,397","35,139.3","Diagnostic cleared","ELD","09F5","1XKYD49X8GJ491411","12"
"08/05/2023","18:03:59","1mi NW TX Cactus","1,171,397","35,139.4","Driving","ELD","13DC","1XKYD49X8GJ491411","12"
"08/05/2023","18:10:08","1mi NW TX Cactus","1,171,397","35,139.5","On-duty, not driving (Inactive - Changed)","ELD","13DF","1XKYD49X8GJ491411","12"
"08/05/2023","18:10:08","1mi NW TX Cactus","1,171,397","35,139.5","Off-duty","Driver","13EA","1XKYD49X8GJ491411","12"
"08/05/2023","18:13:36","1mi NW TX Cactus","1,171,398","35,139.5","Shut-down","ELD","13DD","1XKYD49X8GJ491411","12"
"08/05/2023","18:13:59","1mi NW TX Cactus","1,171,398","35,139.5","Power-up","ELD","13DE","1XKYD49X8GJ491411","12"
"08/05/2023","18:15:08","","1,171,398","35,139.5","Diagnostic logged","ELD","09F6","1XKYD49X8GJ491411","12"
"08/05/2023","18:16:55","","1,171,398","35,139.5","Diagnostic cleared","ELD","09F7","1XKYD49X8GJ491411","12"
"08/05/2023","18:19:22","1mi NW TX Cactus","1,171,398","35,139.6","Driving","ELD","13E0","1XKYD49X8GJ491411","12"
"08/05/2023","18:26:20","1mi NW TX Cactus","1,171,398","35,139.7","On-duty, not driving (Inactive - Changed)","ELD","13E1","1XKYD49X8GJ491411","12"
"08/05/2023","18:26:20","1mi NW TX Cactus","1,171,398","35,139.7","Off-duty","Driver","13E9","1XKYD49X8GJ491411","12"
"08/05/2023","18:33:56","1mi NW TX Cactus","1,171,398","35,139.8","Driving","ELD","13E2","1XKYD49X8GJ491411","12"
"08/05/2023","18:35:10","","1,171,398","35,139.9","Diagnostic logged","ELD","09F8","1XKYD49X8GJ491411","12"
"08/05/2023","18:38:34","","1,171,398","35,139.9","Diagnostic cleared","ELD","09F9","1XKYD49X8GJ491411","12"
"08/05/2023","18:57:37","1mi NNW TX Dumas","1,171,410","35,140.2","On-duty, not driving (Inactive - Changed)","ELD","13E3","1XKYD49X8GJ491411","12"
"08/05/2023","18:57:37","1mi NNW TX Dumas","1,171,410","35,140.2","Off-duty","Driver","13E8","1XKYD49X8GJ491411","12"
"08/05/2023","19:06:25","1mi NNW TX Dumas","1,171,410","35,140.4","Driving","ELD","13E4","1XKYD49X8GJ491411","12"
"08/05/2023","19:19:31","","1,171,411","35,140.4","Diagnostic logged","ELD","09FA","1XKYD49X8GJ491411","12"
"08/05/2023","19:20:03","","1,171,411","35,140.4","Diagnostic cleared","ELD","09FB","1XKYD49X8GJ491411","12"
"08/05/2023","19:21:00","1mi NNW TX Dumas","1,171,411","35,140.6","Off-duty","Driver","13E5","1XKYD49X8GJ491411","12"
"08/05/2023","19:24:41","","","","Third certification","ELD","13E6","1XKYD49X8GJ491411","12"
"08/05/2023","19:25:32","","","","Fourth certification","ELD","13E7","1XKYD49X8GJ491411","12"
"08/05/2023","19:28:54","1mi NNW TX Dumas","1,171,411","35,140.8","Driving","ELD","13F0","1XKYD49X8GJ491411","12"
"08/05/2023","19:31:08","","1,171,411","35,140.8","Diagnostic logged","ELD","09FC","1XKYD49X8GJ491411","12"
"08/05/2023","19:34:32","","1,171,411","35,140.8","Diagnostic cleared","ELD","09FD","1XKYD49X8GJ491411","12"
"08/05/2023","19:35:55","1mi NNW TX Dumas","1,171,411","35,140.9","Off-duty","Driver","13F1","1XKYD49X8GJ491411","12"
"08/05/2023","19:38:59","","","","Fifth certification","ELD","13F2","1XKYD49X8GJ491411","12"
"08/05/2023","19:48:01","1mi NNW TX Dumas","1,171,411","35,141.1","Driving","ELD","13F3","1XKYD49X8GJ491411","12"
"08/05/2023","20:48:03","6mi ESE TX Borger","1,171,461","35,142.1","Intermediate log","ELD","13F4","1XKYD49X8GJ491411","12"
"08/05/2023","21:48:03","3mi SE TX Mobeetie","1,171,516","35,143.1","Intermediate log","ELD","13F5","1XKYD49X8GJ491411","12"
"08/05/2023","22:48:03","3mi W OK Elk City","1,171,573","35,144.1","Intermediate log","ELD","13F6","1XKYD49X8GJ491411","12"
"08/05/2023","22:57:30","1mi ENE OK Elk City","1,171,578","35,144.2","On-duty, not driving","ELD","13F7","1XKYD49X8GJ491411","12"
"08/05/2023","22:59:50","","1,171,578","35,144.3","Diagnostic logged","ELD","09FE","1XKYD49X8GJ491411","12"
"08/05/2023","23:10:20","","1,171,578","35,144.3","Diagnostic cleared","ELD","09FF","1XKYD49X8GJ491411","12"
"08/05/2023","23:12:24","1mi ENE OK Elk City","1,171,578","35,144.5","Driving","ELD","13F8","1XKYD49X8GJ491411","12"
"08/06/2023","00:12:26","5mi E OK Bridgeport","1,171,643","35,145.5","Intermediate log","ELD","13F9","1XKYD49X8GJ491411","12"
"08/06/2023","01:09:05","6mi S OK Choctaw","1,171,703","35,146.4","Sleeper Berth","Driver","13FB","1XKYD49X8GJ491411","12"
"08/06/2023","01:09:58","6mi S OK Choctaw","1,171,703","35,146.5","Shut-down","ELD","13FA","1XKYD49X8GJ491411","12"
"08/06/2023","01:10:49","","","","First certification","ELD","13FC","1XKYD49X8GJ491411","12"
"08/06/2023","01:10:50","","","","Sixth certification","ELD","13FD","1XKYD49X8GJ491411","12"
"08/06/2023","04:12:27","6mi S OK Choctaw","1,171,703","35,146.5","Power-up","ELD","13FE","1XKYD49X8GJ491411","12"
"08/06/2023","04:13:48","","1,171,703","35,146.5","Diagnostic logged","ELD","0A00","1XKYD49X8GJ491411","12"
"08/06/2023","04:14:16","","1,171,703","35,146.5","Diagnostic cleared","ELD","0A01","1XKYD49X8GJ491411","12"
"08/06/2023","04:16:44","6mi S OK Choctaw","1,171,703","35,146.6","Driving","ELD","13FF","1XKYD49X8GJ491411","12"
"08/06/2023","05:16:46","5mi W OK Henryetta","1,171,772","35,147.6","Intermediate log","ELD","1400","1XKYD49X8GJ491411","12"
"08/06/2023","06:01:51","2mi SE OK Webbers Falls","1,171,826","35,148.3","Sleeper Berth","Driver","1401","1XKYD49X8GJ491411","12"
"08/06/2023","06:02:23","2mi SE OK Webbers Falls","1,171,826","35,148.3","Off-duty","Driver","1402","1XKYD49X8GJ491411","12"
"08/06/2023","06:02:45","3mi SSE OK Gore","1,171,826","35,148.3","PC","Driver","1403","1XKYD49X8GJ491411","12"
"08/06/2023","06:02:45","2mi SE OK Webbers Falls","1,171,826","35,148.3","Off-duty","ELD","1404","1XKYD49X8GJ491411","12"
"08/06/2023","07:02:47","4mi E AR Mulberry","1,171,897","35,149.3","Intermediate log","ELD","1405","1XKYD49X8GJ491411","12"
"08/06/2023","07:32:47","1mi N AR Clarksville","1,171,928","35,149.8","Sleeper Berth","Other","0C53","1XKYD49X8GJ491411","12"
"08/06/2023","07:32:47","4mi NNW AR Clarksville","1,171,928","35,149.8","PC/YM Cleared","Driver","1406","1XKYD49X8GJ491411","12"
"08/06/2023","07:32:47","1mi N AR Clarksville","1,171,928","35,149.8","Off-duty (Inactive - Changed)","Driver","1407","1XKYD49X8GJ491411","12"
"08/06/2023","07:32:47","1mi N AR Clarksville","1,171,928","35,149.8","Off-duty (Inactive - Changed)","Driver","1407","1XKYD49X8GJ491411","12"
"08/06/2023","07:32:47","1mi N AR Clarksville","1,171,928","35,149.8","Off-duty (Inactive - Changed)","Driver","1407","1XKYD49X8GJ491411","12"
"08/06/2023","07:40:12","1mi N AR Clarksville","1,171,929","35,149.9","Shut-down","ELD","1408","1XKYD49X8GJ491411","12"
"08/06/2023","11:34:04","","","","Second certification","ELD","1409","1XKYD49X8GJ491411","12"
"08/06/2023","17:10:11","","","","Third certification","ELD","140A","1XKYD49X8GJ491411","12"
"08/06/2023","17:12:44","1mi N AR Clarksville","1,171,929","35,149.9","Power-up","ELD","140B","1XKYD49X8GJ491411","12"
"08/06/2023","17:34:52","1mi N AR Clarksville","1,171,929","35,150.3","On-duty, not driving (Inactive - Changed)","Driver","140C","1XKYD49X8GJ491411","12"
"08/06/2023","17:35:36","","1,171,929","35,149.9","Diagnostic logged","ELD","0A02","1XKYD49X8GJ491411","12"
"08/06/2023","17:41:24","","1,171,929","35,149.9","Diagnostic cleared","ELD","0A03","1XKYD49X8GJ491411","12"
"08/06/2023","17:42:00","1mi N AR Clarksville","1,171,929","35,150.3","On-duty, not driving","Driver","14CC","1XKYD49X8GJ491411","12"
"08/06/2023","17:43:34","1mi N AR Clarksville","1,171,929","35,150.4","Driving (Inactive - Changed)","Driver","140D","1XKYD49X8GJ491411","12"
"08/06/2023","17:43:34","1mi N AR Clarksville","1,171,929","35,150.4","Driving (Inactive - Changed)","ELD","140D","1XKYD49X8GJ491411","12"
"08/06/2023","17:43:34","1mi N AR Clarksville","1,171,929","35,150.4","Driving","Driver","1501","1XKYD49X8GJ491411","12"
"08/06/2023","18:43:37","4mi N AR Conway","1,171,996","35,151.4","Intermediate log","ELD","140E","1XKYD49X8GJ491411","12"
"08/06/2023","19:43:34","3mi NNW AR Hazen","1,172,066","35,152.4","Intermediate log","ELD","140F","1XKYD49X8GJ491411","12"
"08/06/2023","20:43:34","AR Jennette","1,172,138","35,153.4","Intermediate log","ELD","1410","1XKYD49X8GJ491411","12"
"08/06/2023","21:43:34","1mi S MS Byhalia","1,172,192","35,154.4","Intermediate log","ELD","1411","1XKYD49X8GJ491411","12"
"08/06/2023","22:43:34","4mi NW MS Tupelo","1,172,260","35,155.4","Intermediate log","ELD","1412","1XKYD49X8GJ491411","12"
"08/06/2023","23:43:34","3mi S AL Brilliant","1,172,327","35,156.4","Intermediate log","ELD","1413","1XKYD49X8GJ491411","12"
"08/07/2023","00:15:09","4mi NW AL Cordova","1,172,362","35,156.9","Off-duty","Driver","1414","1XKYD49X8GJ491411","12"
"08/07/2023","00:15:39","","","","First certification","ELD","1415","1XKYD49X8GJ491411","12"
"08/07/2023","00:15:39","","","","Fourth certification","ELD","1416","1XKYD49X8GJ491411","12"
"08/07/2023","00:16:55","4mi NW AL Cordova","1,172,362","35,157","Shut-down","ELD","1417","1XKYD49X8GJ491411","12"
"08/07/2023","00:33:57","4mi NW AL Cordova","1,172,362","35,157","Power-up","ELD","1418","1XKYD49X8GJ491411","12"
"08/07/2023","00:37:16","","1,172,362","35,157","Diagnostic logged","ELD","0A04","1XKYD49X8GJ491411","12"
"08/07/2023","00:37:24","","1,172,362","35,157","Diagnostic logged","ELD","0A05","1XKYD49X8GJ491411","12"
"08/07/2023","00:45:48","","1,172,362","35,157","Diagnostic cleared","ELD","0A06","1XKYD49X8GJ491411","12"
"08/07/2023","00:48:43","4mi NW AL Cordova","1,172,362","35,157.2","Driving","ELD","1419","1XKYD49X8GJ491411","12"
"08/07/2023","01:48:45","1mi SSE AL Moody","1,172,420","35,158.2","Intermediate log","ELD","141A","1XKYD49X8GJ491411","12"
"08/07/2023","02:48:45","4mi SSW GA Tallapoosa","1,172,489","35,159.2","Intermediate log","ELD","141B","1XKYD49X8GJ491411","12"
"08/07/2023","03:48:45","3mi WSW GA Sandy Springs","1,172,553","35,160.2","Intermediate log","ELD","141C","1XKYD49X8GJ491411","12"
"08/07/2023","04:16:48","1mi S GA Norcross","1,172,567","35,160.7","Off-duty","Driver","141D","1XKYD49X8GJ491411","12"
"08/07/2023","04:37:17","","1,172,567","35,161.1","Diagnostic cleared","ELD","0A07","1XKYD49X8GJ491411","12"
"08/07/2023","04:37:17","1mi S GA Norcross","1,172,567","35,161.1","Shut-down","ELD","141E","1XKYD49X8GJ491411","12"
"08/07/2023","08:07:00","1mi S GA Norcross","1,172,567","35,161.1","Power-up","ELD","141F","1XKYD49X8GJ491411","12"
"08/07/2023","08:20:24","1mi S GA Norcross","1,172,568","35,161.3","Shut-down","ELD","1420","1XKYD49X8GJ491411","12"
"08/07/2023","09:29:22","1mi S GA Norcross","1,172,568","35,161.3","Power-up","ELD","1421","1XKYD49X8GJ491411","12"
"08/07/2023","09:31:38","","1,172,568","35,161.3","Diagnostic logged","ELD","0A08","1XKYD49X8GJ491411","12"
"08/07/2023","09:31:39","","","","Second certification","ELD","1422","1XKYD49X8GJ491411","12"
"08/07/2023","09:31:55","1mi S GA Norcross","1,172,568","35,161.3","Shut-down","ELD","04BF","1XKYD49X8GJ491411","12"
"08/07/2023","09:31:55","","1,172,568","35,161.3","Diagnostic cleared","ELD","0A09","1XKYD49X8GJ491411","12"
"08/07/2023","17:32:31","","","","Seventh certification","ELD","1424","1XKYD49X8GJ491411","12"
"08/07/2023","17:32:51","","","","Third certification","ELD","1425","1XKYD49X8GJ491411","12"
"08/07/2023","17:33:47","","","","Fourth certification","ELD","1426","1XKYD49X8GJ491411","12"
"08/07/2023","17:34:17","Not Available","1,172,568","35,161.3","Sleeper Berth","Driver","1427","1XKYD49X8GJ491411","12"
"08/08/2023","05:17:29","1mi E GA Doraville","1,172,571","35,163.6","Power-up","ELD","1428","1XKYD49X8GJ491411","12"
"08/08/2023","05:18:43","","1,172,571","35,163.6","Diagnostic logged","ELD","0A0A","1XKYD49X8GJ491411","12"
"08/08/2023","05:18:50","","1,172,571","35,163.6","Diagnostic cleared","ELD","0A0B","1XKYD49X8GJ491411","12"
"08/08/2023","05:19:16","","1,172,571","35,163.6","Diagnostic logged","ELD","0A0C","1XKYD49X8GJ491411","12"
"08/08/2023","05:28:35","","","","First certification","ELD","1429","1XKYD49X8GJ491411","12"
"08/08/2023","05:28:35","","","","Fifth certification","ELD","142A","1XKYD49X8GJ491411","12"
"08/08/2023","05:31:06","","1,172,571","35,163.6","Diagnostic cleared","ELD","0A0D","1XKYD49X8GJ491411","12"
"08/08/2023","05:32:19","1mi E GA Doraville","1,172,571","35,163.9","On-duty, not driving","Driver","142B","1XKYD49X8GJ491411","12"
"08/08/2023","05:41:34","1mi E GA Doraville","1,172,571","35,164","Driving","ELD","142C","1XKYD49X8GJ491411","12"
"08/08/2023","06:39:50","1mi S GA Kennesaw","1,172,600","35,165","On-duty, not driving (Inactive - Changed)","ELD","142E","1XKYD49X8GJ491411","12"
"08/08/2023","06:39:50","1mi S GA Kennesaw","1,172,600","35,165","Off-duty","Driver","1435","1XKYD49X8GJ491411","12"
"08/08/2023","06:41:36","1mi S GA Kennesaw","1,172,600","35,165","Intermediate log","ELD","142D","1XKYD49X8GJ491411","12"
